song_title,artist,release,track_uri,spotify_id,duration,explicit,popularity,is_popular,album_type,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
18,imase,4/21/2023,20bxks5amfv7rVf8D6a1r7,20bxks5amfv7rVf8D6a1r7,215866,FALSE,60,0,single,0.735,0.599,0,-5.781,1,0.0428,0.541,0,0.123,0.853,75.033,4
the meaning of life,yama,8/30/2021,0bBl2jjpCFCgRd60BowZoV,0bBl2jjpCFCgRd60BowZoV,208093,FALSE,63,0,album,0.743,0.718,10,-3.766,0,0.0336,0.201,0,0.319,0.897,136.979,4
CK AND MORE...,C&K,11/27/2013,1H9jJvALjdKH3C3Ol0w765,1H9jJvALjdKH3C3Ol0w765,336840,FALSE,57,1,album,0.561,0.358,6,-6.39,1,0.028,0.589,0,0.117,0.204,129.029,4
シンクロニシティ (Special Edition),Nogizaka46,4/18/2018,3cZwlMEtYsc2c3d6ABFyOz,3cZwlMEtYsc2c3d6ABFyOz,254880,FALSE,57,1,album,0.571,0.923,0,-3.639,1,0.04,0.603,0,0.0585,0.466,135.94,4
TWELVE,Mrs. GREEN APPLE,1/13/2016,0MyTMrPTh0GgtuyhYRdl3P,0MyTMrPTh0GgtuyhYRdl3P,229240,FALSE,57,1,album,0.436,0.896,2,-2.15,1,0.0928,0.000166,0,0.0757,0.771,173.015,4
Anarchy,OFFICIAL HIGE DANDISM,1/7/2022,0ZPYvSJZ1feuhUcG17PHqP,0ZPYvSJZ1feuhUcG17PHqP,268431,FALSE,57,1,single,0.7,0.716,11,-7.834,0,0.0307,0.000311,0.00254,0.101,0.471,133.968,4
地球儀,Aimer,3/16/2021,6NffEVuGbmTvIpfSS93aMU,6NffEVuGbmTvIpfSS93aMU,232786,FALSE,58,0,single,0.678,0.837,1,-5.367,1,0.0425,0.0129,4.20E-05,0.0711,0.916,100.058,4
よふかしのうた,Creepy Nuts,12/12/2018,0LQs5gRhqJKLOl8fFukRsQ,0LQs5gRhqJKLOl8fFukRsQ,237913,FALSE,63,0,single,0.746,0.976,5,-3.123,0,0.187,0.188,0,0.353,0.912,115.048,4
恋泥棒。,『ユイカ』,3/27/2022,0JnOpiUieuk9SdRv7Fkw2P,0JnOpiUieuk9SdRv7Fkw2P,219643,FALSE,60,0,single,0.71,0.718,11,-6.379,1,0.0257,0.0483,3.26E-06,0.0881,0.813,109.054,4
バンザイ,Ulfuls,1/24/1996,6Rx8pboFNZs2stlRlCO3iI,6Rx8pboFNZs2stlRlCO3iI,277600,FALSE,56,1,album,0.596,0.935,7,-6.494,1,0.0529,0.145,0.000127,0.288,0.743,92.995,4
Time to Destination,Every Little Thing,4/15/1998,6Z7LayRg0N3mkFFjGsO8fN,6Z7LayRg0N3mkFFjGsO8fN,263733,FALSE,56,1,album,0.616,0.937,6,-4.161,1,0.0338,0.0605,9.51E-05,0.0878,0.68,129.949,4
Buddy,HIRAIDAI,5/30/2021,7xfPyBgb9om8iUooItxHl8,7xfPyBgb9om8iUooItxHl8,174232,FALSE,56,1,single,0.786,0.482,6,-6.82,1,0.0477,0.156,0,0.34,0.617,89.992,4
人気者で行こう,サザンオールスターズ,7/7/1984,73j9Wf4xTQZRAHcNzysu6z,73j9Wf4xTQZRAHcNzysu6z,299507,FALSE,56,1,album,0.655,0.917,9,-6.633,0,0.0289,0.365,0,0.0685,0.886,139.839,4
A BEST,Ayumi Hamasaki,3/28/2001,0QcVKhVp9iHGZ1pj04yTbO,0QcVKhVp9iHGZ1pj04yTbO,233333,FALSE,57,1,compilation,0.56,0.985,7,-2.884,1,0.0793,0.000388,0.0145,0.258,0.393,127.96,4
Do You Know ?,nobodyknows+,6/30/2004,424ekFg5fk3v0vmf9K85mU,424ekFg5fk3v0vmf9K85mU,251640,FALSE,57,1,album,0.75,0.982,4,-2.747,0,0.108,0.243,0,0.05,0.912,113.03,4
ユーモア,back number,1/17/2023,2GTzQOq36HFMyYvmqqiHfh,2GTzQOq36HFMyYvmqqiHfh,295413,FALSE,57,1,album,0.355,0.803,4,-3.407,0,0.0975,0.259,0,0.314,0.501,169.454,4
COLLAGE,SUDA MASAKI,3/9/2022,0FsdMLyUsseGCjZQAnsIK7,0FsdMLyUsseGCjZQAnsIK7,204586,FALSE,58,0,album,0.454,0.584,8,-4.498,1,0.0259,0.403,0,0.125,0.309,144.063,4
帰り道は遠回りしたくなる (Special Edition),Nogizaka46,11/7/2018,4RWJxm0Vn83uE0TIhwnABv,4RWJxm0Vn83uE0TIhwnABv,269706,FALSE,56,1,album,0.51,0.857,1,-2.715,1,0.0403,0.457,0,0.0794,0.693,138.064,4
ハッピーエンドへの期待は,Macaroni Empitsu,1/12/2022,2utvOHQWieYjUZKQSqwQmh,2utvOHQWieYjUZKQSqwQmh,193056,FALSE,56,1,album,0.313,0.821,10,-4.039,1,0.0523,0.0968,0,0.0718,0.894,204.235,4
What's Love?,JUJU,3/4/2009,1OiKgvbwehchswoMFmBBlb,1OiKgvbwehchswoMFmBBlb,290773,FALSE,57,1,album,0.328,0.723,5,-4.105,0,0.0365,0.327,0,0.114,0.374,78.559,4
ココロオドル,nobodyknows+,2004,5tcnPaFhcpSLx7ihFwI9DM,5tcnPaFhcpSLx7ihFwI9DM,253533,FALSE,57,1,single,0.747,0.985,4,-2.471,0,0.105,0.241,0,0.0342,0.909,113.041,4
湘南乃風 〜Riders High〜,Shonan No Kaze,8/30/2006,1VJVtUutqKTLq0WlT2GkaX,1VJVtUutqKTLq0WlT2GkaX,429000,FALSE,56,1,album,0.568,0.703,0,-5.976,1,0.036,0.327,0,0.102,0.273,93.803,4
5×20 All the BEST!! 1999-2019 (Special Edition),ARASHI,7/16/2021,2Xhs7Ro74wZ8t3EB0tOkvF,2Xhs7Ro74wZ8t3EB0tOkvF,285459,FALSE,57,1,album,0.553,0.937,10,-3.173,1,0.0461,0.194,0,0.405,0.693,102.982,4
Unity,Mrs. GREEN APPLE,7/6/2022,3dHxrn3dLyhOHGp16nUFWM,3dHxrn3dLyhOHGp16nUFWM,245240,FALSE,57,1,single,0.402,0.84,1,-2.873,1,0.0583,0.00252,0,0.0778,0.548,172.9,4
高橋優 BEST 2009-2015『笑う約束』,Yu Takahashi,7/22/2015,0FxlEdRB0G35XXn8gXU2qA,0FxlEdRB0G35XXn8gXU2qA,292000,FALSE,56,1,album,0.511,0.925,6,-2.479,1,0.0463,0.0844,0,0.146,0.74,105.702,4
堕天,Creepy Nuts,7/8/2022,1ndUYRPchJVNQCM7XwN7Hq,1ndUYRPchJVNQCM7XwN7Hq,172948,FALSE,63,0,single,0.543,0.901,1,-4.8,1,0.219,0.0118,0,0.325,0.75,199.892,4
東京,SUPER BEAVER,2/23/2022,61tkY9HqmsQ5Apirrp3cHL,61tkY9HqmsQ5Apirrp3cHL,278373,FALSE,56,1,album,0.368,0.987,11,-2.523,1,0.244,0.00668,0,0.35,0.456,176.048,4
PLANET SEVEN,J SOUL BROTHERS III,1/28/2015,2AVA9gTyJsZaan4PcsNHSn,2AVA9gTyJsZaan4PcsNHSn,325773,FALSE,56,1,album,0.582,0.947,5,-2.82,0,0.0581,0.0102,7.63E-06,0.455,0.558,127.991,4
嘘つきの君が好き,音田 雅則,7/12/2022,4f38Jn95Ls3TEpqeeTdJjT,4f38Jn95Ls3TEpqeeTdJjT,194591,FALSE,57,1,single,0.809,0.357,0,-5.917,1,0.0477,0.235,0,0.277,0.693,99.964,4
永遠に続く日々の階段を,HIRAIDAI,1/22/2023,50Pkgagprn8o30YCbpDkl8,50Pkgagprn8o30YCbpDkl8,194535,FALSE,56,1,single,0.552,0.59,3,-6.092,1,0.0424,0.0479,0,0.043,0.556,154.02,4
走馬灯,Vaundy,7/11/2022,4jVHvArqYm2nDCUNq2OOAK,4jVHvArqYm2nDCUNq2OOAK,297066,FALSE,57,1,single,0.498,0.626,4,-5.175,1,0.0282,0.00188,4.46E-05,0.195,0.464,79.991,4
色彩,yama,11/9/2022,7DHatm4xHTDxQaTz83zf7V,7DHatm4xHTDxQaTz83zf7V,181266,FALSE,60,0,single,0.725,0.818,7,-4.201,1,0.0951,0.0347,0.000123,0.14,0.758,130.085,4
blues,back number,11/21/2012,1LDxe7AgJ7DRYdV012EmyR,1LDxe7AgJ7DRYdV012EmyR,224520,FALSE,56,1,album,0.407,0.591,0,-3.783,1,0.0399,0.0498,0,0.403,0.612,200.308,4
PORNO GRAFFITTI BEST RED'S,PornoGraffitti,7/28/2004,4sfyPVdB6KTRgpbi1UGVDx,4sfyPVdB6KTRgpbi1UGVDx,275866,FALSE,56,1,album,0.623,0.971,0,-4.156,1,0.0552,0.0816,0,0.562,0.912,134.952,4
HEART STATION,Hikaru Utada,3/19/2008,4a9xOJC6kgknv7cU4D99Ha,4a9xOJC6kgknv7cU4D99Ha,286613,FALSE,58,0,album,0.552,0.836,8,-5.133,1,0.0609,0.0883,1.05E-06,0.219,0.738,193.908,4
Atomic Heart,Mr.Children,9/1/1994,5BzJ1XTdM6nCkcRdeYPgaY,5BzJ1XTdM6nCkcRdeYPgaY,272706,FALSE,56,1,album,0.563,0.7,2,-6.657,1,0.0231,0.143,0,0.13,0.7,86.965,4
レポート,OFFICIAL HIGE DANDISM,4/19/2017,6vtHQ7FcAXSOKSOeaBm5bc,6vtHQ7FcAXSOKSOeaBm5bc,288066,FALSE,57,1,album,0.57,0.758,8,-3.997,1,0.0323,0.00157,0,0.367,0.707,97.959,4
ひみつスタジオ,SPITZ,5/17/2023,6apPbxNgkl6rBfHww41Qfy,6apPbxNgkl6rBfHww41Qfy,220933,FALSE,56,1,album,0.461,0.632,7,-5.252,1,0.0251,0.0184,5.28E-05,0.29,0.491,86.061,4
夜にしがみついて、朝で溶かして,Creep Hyp,12/8/2021,5PErxfXJbprHC9YGSbHLW3,5PErxfXJbprHC9YGSbHLW3,167666,FALSE,56,1,album,0.589,0.883,6,-4.083,0,0.069,0.0147,0,0.311,0.893,125.951,4
ZARD BEST The Single Collection ~軌跡~,ZARD,5/28/1999,6lvjkI4I29oOmoTzr1jLPW,6lvjkI4I29oOmoTzr1jLPW,224566,FALSE,57,1,album,0.622,0.869,7,-3.648,1,0.038,0.345,0,0.104,0.411,125.953,3
DEPARTURES,globe,1/1/1996,2ggw0Py9eptisSvB1xkgkc,2ggw0Py9eptisSvB1xkgkc,315000,FALSE,56,1,single,0.614,0.708,5,-8.829,0,0.0366,0.0104,0.000459,0.306,0.152,100.004,4
CLAP CLAP,NiziU,7/13/2022,2b9qZ9JVxMD8DJJeSa35Gm,2b9qZ9JVxMD8DJJeSa35Gm,165720,FALSE,57,1,single,0.749,0.894,9,-3.103,1,0.0744,0.0403,0.000519,0.271,0.509,175.993,4
記録,Riria.,5/11/2022,2mYF6tWe39FNxoMfbZ5rFr,2mYF6tWe39FNxoMfbZ5rFr,266771,FALSE,57,1,single,0.682,0.642,7,-5.715,1,0.0297,0.0156,8.69E-06,0.218,0.523,107.025,4
いつも何処かで,Keisuke Kuwata,11/23/2022,1vj2fZ0MW8kcHG6lHoFRJW,1vj2fZ0MW8kcHG6lHoFRJW,269466,FALSE,56,1,album,0.489,0.89,2,-3.56,1,0.0609,0.0697,0,0.201,0.748,138.239,4
silent,SEKAI NO OWARI,10/21/2020,6c5k0VC9TBzlcKwtjpzFW2,6c5k0VC9TBzlcKwtjpzFW2,308921,FALSE,57,1,single,0.43,0.62,0,-5.274,1,0.0419,0.434,0,0.209,0.424,176.14,4
自己ベスト,Kazumasa Oda,2002,3A6uq9eWVRYnRWNakGJn5B,3A6uq9eWVRYnRWNakGJn5B,295080,FALSE,56,1,album,0.658,0.763,7,-4.375,1,0.029,0.00377,0.000486,0.819,0.53,113.557,4
メロウ,須田景凪,4/4/2023,6cGU6sOzRem6E8S7tCme1n,6cGU6sOzRem6E8S7tCme1n,249204,FALSE,62,0,single,0.57,0.884,8,-2.739,1,0.0817,0.0627,0,0.0936,0.739,144.988,4
BADモード,Hikaru Utada,1/19/2022,0oxWaHk4e669g5VHbQCflA,0oxWaHk4e669g5VHbQCflA,257953,FALSE,58,0,album,0.504,0.553,1,-9.163,1,0.0943,0.599,4.56E-06,0.106,0.435,171.914,4
Red:birthmark,AiNA THE END,4/10/2023,29m9hdcziVa1g3FrXtdNOe,29m9hdcziVa1g3FrXtdNOe,216826,FALSE,63,0,single,0.354,0.778,5,-3.52,0,0.079,0.0178,8.20E-06,0.332,0.391,107.662,4
すずめの戸締まり,RADWIMPS,11/11/2022,3HCGX2gmPLu6ttkbYvPGTR,3HCGX2gmPLu6ttkbYvPGTR,238560,FALSE,56,1,album,0.565,0.41,2,-6.616,0,0.0311,0.65,0,0.309,0.36,78.01,4
股旅,Tamio Okuda,1998,6AyErTw94FC8ZF339m24Vm,6AyErTw94FC8ZF339m24Vm,203160,FALSE,56,1,album,0.591,0.793,4,-6.128,1,0.0316,0.0126,1.52E-05,0.157,0.813,118.247,4
左右盲,ヨルシカ,7/25/2022,797EOD68bmVFiyalgBGeOZ,797EOD68bmVFiyalgBGeOZ,267103,FALSE,59,0,single,0.675,0.391,2,-7.701,1,0.0524,0.446,0,0.37,0.564,151.778,4
eyes,milet,6/3/2020,6dxjfasDAe8v56M308tQdz,6dxjfasDAe8v56M308tQdz,222306,FALSE,60,0,album,0.471,0.658,7,-4.433,1,0.0306,0.00745,0,0.0803,0.265,149.944,4
サニーボトル,Saucy Dog,7/6/2022,7mprfZcaF0C2KJYmCqw6hy,7mprfZcaF0C2KJYmCqw6hy,160532,FALSE,56,1,album,0.604,0.843,6,-5.05,1,0.0408,0.138,0,0.202,0.746,114.024,4
アンサンブル・プレイ,Creepy Nuts,9/7/2022,5HPsZwo40KA3GThqBFZFac,5HPsZwo40KA3GThqBFZFac,172906,FALSE,61,0,album,0.532,0.906,1,-4.795,1,0.205,0.0151,0,0.319,0.749,199.921,4
ナユタとフカシギ,Sukima Switch,11/4/2009,6pQXIP6hJaZzwswPcczMXV,6pQXIP6hJaZzwswPcczMXV,194226,FALSE,57,1,album,0.469,0.719,0,-5.169,1,0.0331,0.465,0,0.19,0.921,179.942,3
Journey,Shota Shimizu,3/3/2010,1gkp6UZnE0e0BpSCpNCsDx,1gkp6UZnE0e0BpSCpNCsDx,271693,FALSE,57,1,album,0.585,0.573,0,-7.818,1,0.0436,0.141,0,0.272,0.53,133.919,4
HELP EVER HURT NEVER,Fujii Kaze,5/20/2020,7vBvAgZizx6wvlVXMbvuf4,7vBvAgZizx6wvlVXMbvuf4,301933,FALSE,57,1,album,0.624,0.585,9,-7.969,1,0.0593,0.43,0,0.357,0.296,81.956,4
アンコール,back number,12/28/2016,7c5oRBKWjaGM77YY7tshxv,7c5oRBKWjaGM77YY7tshxv,397266,FALSE,57,1,compilation,0.468,0.551,11,-2.915,0,0.0321,0.00781,0,0.0749,0.455,73.822,4
愛を知るまでは,Aimyon,5/7/2021,5gh0y6ZmuppQvoPbAGkeE2,5gh0y6ZmuppQvoPbAGkeE2,276253,FALSE,56,1,single,0.564,0.634,11,-4.13,1,0.0279,0.0531,3.10E-06,0.128,0.683,110.073,4
キャラクター,Ryokuoushoku Shakai,1/21/2022,1WkMPKhw6w2PAaZyKpITNi,1WkMPKhw6w2PAaZyKpITNi,249426,FALSE,57,1,single,0.65,0.913,5,-2.147,1,0.0758,0.15,0,0.345,0.594,124.025,4
多面態,Tani Yuuki,3/29/2023,0yaVWcaMcuqS7cQeOFWxjE,0yaVWcaMcuqS7cQeOFWxjE,199823,FALSE,55,1,album,0.639,0.78,0,-4.421,1,0.0439,0.0832,0,0.0587,0.689,78.041,4
Red,Nanase Aikawa,7/3/1996,4weY9jkPw2d1daBnhHhacD,4weY9jkPw2d1daBnhHhacD,258833,FALSE,55,1,album,0.542,0.971,1,-3.766,0,0.0864,0.0771,5.16E-05,0.0223,0.787,159.023,4
Fantome,Hikaru Utada,9/28/2016,4nYtqZDscX8TLvR4p0ON1s,4nYtqZDscX8TLvR4p0ON1s,216013,FALSE,57,1,album,0.754,0.716,5,-5.125,0,0.0515,0.305,1.30E-06,0.114,0.397,117.087,4
daydream,Aimer,9/21/2016,3HxJaKzob7tdcr4qmqfR1d,3HxJaKzob7tdcr4qmqfR1d,305333,FALSE,58,0,album,0.51,0.5,7,-7.399,1,0.0356,0.402,0,0.0929,0.357,142.066,4
常緑,Chippoke Ohashi,9/1/2021,42dM8WcW6SUxueqABK1LmQ,42dM8WcW6SUxueqABK1LmQ,171546,FALSE,56,1,single,0.725,0.75,11,-5.694,1,0.0772,0.0242,0,0.101,0.888,101.19,4
ラブストーリー,back number,3/26/2014,3I51KkjhqwuXLcslSz0Q02,3I51KkjhqwuXLcslSz0Q02,282706,FALSE,56,1,album,0.394,0.797,9,-2.337,1,0.0571,0.125,0,0.106,0.655,204.426,4
Dragon Night,SEKAI NO OWARI,10/15/2014,4qyGU4DyGaRobLMhpZxEMX,4qyGU4DyGaRobLMhpZxEMX,278825,FALSE,56,1,single,0.364,0.835,7,-3.709,1,0.0404,0.265,0.00138,0.186,0.639,174.97,4
弐,Yuuri,3/29/2023,6PuQit7NxJpOaTDdPF39wb,6PuQit7NxJpOaTDdPF39wb,258186,FALSE,57,1,album,0.617,0.376,6,-7.924,1,0.0255,0.618,0,0.117,0.261,140.038,4
f,Masaharu Fukuyama,4/25/2001,7gpVG8fQjh5YLViIWy3HHh,7gpVG8fQjh5YLViIWy3HHh,296680,FALSE,55,1,album,0.765,0.447,7,-8.531,1,0.0263,0.176,1.38E-05,0.142,0.461,103.992,4
Sympa,King Gnu,1/16/2019,7FTMEtx6gQhZ57wDWKdiz7,7FTMEtx6gQhZ57wDWKdiz7,193893,FALSE,57,1,album,0.757,0.765,1,-4.205,1,0.0878,0.22,9.70E-05,0.0513,0.952,92.999,4
LOVE SONG BEST,Crystal Kay,2003,5DbmxTOAedNgCI1demnPkR,5DbmxTOAedNgCI1demnPkR,270186,FALSE,56,1,album,0.559,0.89,8,-4.788,1,0.0431,0.0265,0,0.0607,0.561,101.982,4
Coordinate,sloppy dim,6/25/2021,5PYmvXGEdYPA4qT4LD3uDk,5PYmvXGEdYPA4qT4LD3uDk,169720,FALSE,56,1,album,0.609,0.729,6,-6.956,1,0.0561,0.233,0,0.83,0.891,155.002,4
the meaning of life,yama,8/30/2021,5v1dhqe9vgvp87eyd27hkb,5v1dhqe9vgvp87eyd27hkb,198040,FALSE,61,0,album,0.309,0.941,0,-3.558,0,0.0763,0.0587,0,0.435,0.704,100.02,4
LOVE ALL SERVE ALL,Fujii Kaze,3/23/2022,3L7ISJTvKx56uhsF28aJ4p,3L7ISJTvKx56uhsF28aJ4p,227893,FALSE,57,1,album,0.752,0.773,2,-6.842,1,0.0441,0.00704,0,0.374,0.686,116.975,4
CEREMONY,King Gnu,1/15/2020,0zXSk9N3L7XQb8GXwhjlXt,0zXSk9N3L7XQb8GXwhjlXt,207426,FALSE,57,1,album,0.73,0.731,10,-6.325,0,0.0907,0.806,4.42E-05,0.242,0.737,105.053,4
BEAT EMOTION,BOØWY,11/8/1986,6Y0AubW8Kk45RSgy8lgykS,6Y0AubW8Kk45RSgy8lgykS,250773,FALSE,56,1,album,0.629,0.934,1,-5.457,1,0.0473,0.0167,9.84E-05,0.105,0.56,93.228,4
阿修羅ちゃん,Ado,10/28/2021,4lEk6fyJu7LLPenqL0Raj5,4lEk6fyJu7LLPenqL0Raj5,196285,FALSE,59,0,single,0.628,0.942,1,-3.954,0,0.155,0.0629,0,0.315,0.65,156.056,4
Traveler,OFFICIAL HIGE DANDISM,10/9/2019,2fUq6dltKy0EP9pV976nQH,2fUq6dltKy0EP9pV976nQH,326842,FALSE,57,1,album,0.538,0.869,8,-3.464,1,0.0275,0.047,0,0.14,0.369,91.972,4
ミラーチューン,ZUTOMAYO,4/7/2022,0R8JLNP107Hr7V7lL9oh13,0R8JLNP107Hr7V7lL9oh13,249273,FALSE,59,0,single,0.704,0.933,0,-2.383,0,0.0863,0.357,0,0.353,0.895,127.965,4
Fantastic Magic,TK from Ling tosite sigure,8/27/2014,1rN9QoVxw5U7TJkyaUR8C1,1rN9QoVxw5U7TJkyaUR8C1,238360,FALSE,74,0,album,0.508,0.889,7,-2.755,0,0.0862,0.0495,0,0.0984,0.332,135.014,4
Bye-Good-Bye,BE:FIRST,3/7/2022,0rPrGZTtScNSRL2jZoooKO,0rPrGZTtScNSRL2jZoooKO,181013,FALSE,57,1,single,0.877,0.639,2,-5.509,1,0.0496,0.108,0,0.0806,0.79,115.028,4
My song Your song,Ikimonogakari,12/24/2008,1WdkBwAsdznWw9xM69KmvR,1WdkBwAsdznWw9xM69KmvR,218400,FALSE,57,1,album,0.515,0.947,6,-3.167,0,0.0761,0.0795,0,0.0473,0.715,152.123,4
ブルーピリオド,Saucy Dog,10/2/2019,6rQxJNjhgteG6Zd9hKF2b2,6rQxJNjhgteG6Zd9hKF2b2,210746,FALSE,56,1,album,0.595,0.885,2,-4.714,1,0.0347,0.221,0,0.0789,0.534,105.975,4
The Light,HIRAIDAI,1/29/2014,5A4xCfm0MybwPbAdVqoJe2,5A4xCfm0MybwPbAdVqoJe2,232773,FALSE,56,1,album,0.548,0.589,3,-3.96,1,0.0303,0.543,0,0.37,0.413,143.887,4
POP SONG,Kenshi Yonezu,2/7/2022,1rdr5D1dSqbEmLa97l36NZ,1rdr5D1dSqbEmLa97l36NZ,199186,FALSE,59,0,single,0.764,0.805,11,-6.47,0,0.118,0.268,6.29E-06,0.937,0.834,109.975,4
2:23 AM,しゃろう,2/19/2021,7altakU1CXsGIwqrO0hkQl,7altakU1CXsGIwqrO0hkQl,196000,FALSE,56,1,single,0.587,0.611,10,-8.862,1,0.0739,0.244,2.88E-05,0.238,0.499,179.951,4
Luxury Disease,ONE OK ROCK,9/9/2022,51jNm9g0nRKfYUXx0CQcae,51jNm9g0nRKfYUXx0CQcae,244538,FALSE,56,1,album,0.534,0.842,5,-4.279,0,0.0567,0.00108,0.000321,0.117,0.342,153.946,4
HOCUS POCUS,Kaela Kimura,6/24/2009,4BNo7jHTdqU7bl6wocxdsD,4BNo7jHTdqU7bl6wocxdsD,256320,FALSE,56,1,album,0.597,0.646,11,-5.192,1,0.0283,0.769,0.000612,0.0807,0.757,110.94,4
ひみつスタジオ,SPITZ,5/17/2023,2SYpzPtYzpYjgIVHg3YpbT,2SYpzPtYzpYjgIVHg3YpbT,247893,FALSE,56,1,album,0.668,0.898,0,-3.993,1,0.0427,0.138,2.15E-05,0.0792,0.936,122.013,4
みんながみんな英雄 (フルバージョン),AI,2/19/2016,4Y10rdoGKWCxz2P65ZsLNd,4Y10rdoGKWCxz2P65ZsLNd,181773,FALSE,56,1,single,0.653,0.848,3,-1.776,1,0.0412,0.574,0,0.106,0.684,116.99,4
THE KIDS,Suchmos,1/25/2017,1KKc8f9ZiKFzOeRJJ3SYn7,1KKc8f9ZiKFzOeRJJ3SYn7,298746,FALSE,57,1,album,0.692,0.884,5,-7.794,1,0.0503,0.101,0.00106,0.182,0.575,122.996,4
Bee and The Whales,Galileo Galilei,5/31/2023,3zriGDrUvCWdY40Gd1xZGf,3zriGDrUvCWdY40Gd1xZGf,207624,FALSE,58,0,album,0.54,0.959,11,-4.325,1,0.0406,0.0197,0,0.111,0.815,153.007,4
The Great Escape -COMPLETE BEST-,JUDY AND MARY,1995,74S1C1j9Pm3QhS1LlwHWZX,74S1C1j9Pm3QhS1LlwHWZX,228466,FALSE,55,1,album,0.497,0.917,6,-3.701,1,0.0633,0.0587,0.00564,0.194,0.597,139.097,4
benefits,Vaundy,6/12/2021,5RJBsAPvJKmZBVzDEEUu5w,5RJBsAPvJKmZBVzDEEUu5w,246000,FALSE,57,1,single,0.479,0.487,0,-9.181,1,0.0335,0.0565,0.000116,0.0782,0.52,179.943,4
テイクミー,Saucy Dog,9/2/2020,3WQCn30unh98hNO8NPSRDi,3WQCn30unh98hNO8NPSRDi,231293,FALSE,56,1,album,0.639,0.367,10,-9.97,1,0.0301,0.746,0,0.109,0.397,125.931,3
カオスが極まる,UNISON SQUARE GARDEN,10/19/2022,0lPfqcI3A8gQ9971nXxgq6,0lPfqcI3A8gQ9971nXxgq6,230586,FALSE,63,0,single,0.435,0.963,2,-3.581,1,0.233,0.00641,0,0.315,0.251,97.545,4
悪魔の子,Higuchi Ai,1/10/2022,2TVFbLCdzrX0RdhWNWJmdp,2TVFbLCdzrX0RdhWNWJmdp,227679,FALSE,56,1,single,0.561,0.686,6,-6.273,0,0.0473,0.267,0,0.137,0.22,89.97,4
DISCOVERY,Mr.Children,2/3/1999,3XfCKKcnArQSyJnZGP7ymx,3XfCKKcnArQSyJnZGP7ymx,424360,FALSE,55,1,album,0.387,0.568,4,-7.534,1,0.0284,0.00147,0,0.0805,0.165,147.91,4
ユーモア,back number,1/17/2023,55zU7fbOp00Hm8KyIl7Sk9,55zU7fbOp00Hm8KyIl7Sk9,223253,FALSE,56,1,album,0.55,0.851,1,-3.91,0,0.0585,0.000991,0,0.0845,0.478,130.819,4
B'z The Best “Pleasure II”,B'z,11/30/2005,4zz5dSunCrg0pmNT4ZzBf5,4zz5dSunCrg0pmNT4ZzBf5,219943,FALSE,56,1,album,0.585,0.972,1,-4.33,0,0.0572,0.0027,0.133,0.323,0.706,126.559,4
星が泳ぐ,Macaroni Empitsu,4/15/2022,0MnPdlWm7MSSUnEamZp5lX,0MnPdlWm7MSSUnEamZp5lX,239078,FALSE,58,0,single,0.566,0.743,0,-5.377,1,0.0361,0.0265,0,0.329,0.649,94.973,4
潜潜話,ZUTOMAYO,10/29/2019,7zbfS30vKiHU8oBs6Wi1Qp,7zbfS30vKiHU8oBs6Wi1Qp,236960,FALSE,63,0,album,0.632,0.924,5,-1.829,1,0.129,0.212,3.04E-06,0.0901,0.762,149.84,4
JUST BALLADE,MISIA,12/16/2009,7FJC2pF6zMliU7Lvk0GBDV,7FJC2pF6zMliU7Lvk0GBDV,358586,FALSE,58,0,album,0.337,0.532,6,-6.296,1,0.0345,0.359,0,0.0827,0.336,140.257,4
Good Bye,Rin音,6/8/2023,1rpiNePakpelGxsKFzNVBP,1rpiNePakpelGxsKFzNVBP,250932,FALSE,55,1,single,0.744,0.794,2,-6.098,1,0.0361,0.249,0,0.129,0.837,125.982,4
Universe,OFFICIAL HIGE DANDISM,1/9/2021,6KLaKHxwJE3CZECVJLH4cN,6KLaKHxwJE3CZECVJLH4cN,286099,FALSE,57,1,single,0.493,0.907,1,-4.911,1,0.19,0.227,1.70E-05,0.136,0.596,185.959,4
色色衣,SPITZ,2004,1R3pZmdmYI9L9fFtOFebqb,1R3pZmdmYI9L9fFtOFebqb,251800,FALSE,55,1,album,0.489,0.884,1,-5.36,0,0.0415,0.0291,1.97E-06,0.367,0.605,115.99,4
WOW WAR TONIGHT,H Jungle With t,3/15/1995,19oxKZQilcf3pGhduW6TPg,19oxKZQilcf3pGhduW6TPg,356200,FALSE,56,1,single,0.569,0.879,2,-6.56,1,0.0649,0.16,0,0.341,0.737,169.997,4
ひたむき,SUPER BEAVER,10/2/2022,0JtDUkqOV5cRxTdHMXGP3t,0JtDUkqOV5cRxTdHMXGP3t,250960,FALSE,60,0,single,0.539,0.979,6,-2.688,1,0.0677,0.00053,3.48E-06,0.324,0.657,93.996,4
Street Story,HY,4/16/2003,6YcvfXy4wTvjaIniIBuh30,6YcvfXy4wTvjaIniIBuh30,319160,FALSE,56,1,album,0.601,0.688,9,-5.255,1,0.0288,0.035,0,0.0978,0.252,98.015,4
君は僕の宝物,Noriyuki Makihara,6/25/1992,6jljTubNfEw3OWdhItKGDG,6jljTubNfEw3OWdhItKGDG,275306,FALSE,55,1,album,0.652,0.767,1,-8.58,1,0.0267,0.183,0,0.0575,0.683,90.037,4
