song_title,artist,release,track_uri,spotify_id,duration,explicit,popularity,is_popular,album_type,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
E-SIDE 2,YOASOBI,11/18/2022,4KFvsGchCp4c7zphBlPxz3,4KFvsGchCp4c7zphBlPxz3,192840,FALSE,59,0,album,0.571,0.944,4,-3.062,0,0.0603,0.0178,0,0.322,0.687,169.997,4
壱,Yuuri,1/12/2022,1neHDts6Noky9uuR8Uv9oS,1neHDts6Noky9uuR8Uv9oS,195720,FALSE,56,1,album,0.527,0.923,4,-5.385,1,0.0891,0.0349,0,0.318,0.695,100.067,4
Tree,SEKAI NO OWARI,1/14/2015,5kDz0Wrx0UpaVRttDZ4KtI,5kDz0Wrx0UpaVRttDZ4KtI,298040,FALSE,56,1,album,0.642,0.879,9,-5.205,1,0.0278,0.00285,0.0213,0.143,0.616,115.996,4
Traveler,OFFICIAL HIGE DANDISM,10/9/2019,3ouZoixdw9pSbIq8aHDh3V,3ouZoixdw9pSbIq8aHDh3V,280856,FALSE,56,1,album,0.547,0.577,5,-6.087,1,0.0336,0.0152,0,0.109,0.494,164.032,4
シェネル・ワールド,Che'Nelle,2/11/2015,4g9XoKiAXJsZL1R3bkv01r,4g9XoKiAXJsZL1R3bkv01r,341680,FALSE,55,1,album,0.513,0.51,8,-3.249,1,0.0261,0.66,0,0.081,0.182,81.947,4
幻燈,ヨルシカ,4/5/2023,5f9mOY7qsk0LMp83PGfetj,5f9mOY7qsk0LMp83PGfetj,267493,FALSE,58,0,album,0.702,0.419,2,-6.517,1,0.0457,0.366,0,0.359,0.566,76.003,4
Orange Days,HIRAIDAI,3/8/2023,3DiUeAXtGIivmWjTMimKwm,3DiUeAXtGIivmWjTMimKwm,226085,FALSE,55,1,single,0.632,0.696,2,-6.311,1,0.0405,0.257,0,0.0948,0.621,155.988,4
Uncontrolled,Namie Amuro,6/27/2012,22gtn4nnFWGA79uvtP6TqD,22gtn4nnFWGA79uvtP6TqD,283400,FALSE,55,1,album,0.541,0.582,8,-5.748,1,0.0287,0.673,0,0.169,0.249,147.865,4
空の飛び方,SPITZ,1994,722o6A8Nhu6FV5tfet2i49,722o6A8Nhu6FV5tfet2i49,268840,FALSE,55,1,album,0.605,0.778,0,-4.785,1,0.0274,0.0306,4.91E-06,0.137,0.642,115.116,4
remember,Uru,9/26/2018,37L7Zjb22r6sRPjwDKNJtG,37L7Zjb22r6sRPjwDKNJtG,349413,FALSE,57,1,album,0.478,0.5,0,-6.742,1,0.0315,0.315,0.000106,0.138,0.162,149.794,4
LOOSE,B'z,11/22/1995,6rcPP3eWwKcUrIEWb1bR5S,6rcPP3eWwKcUrIEWb1bR5S,277866,FALSE,55,1,album,0.482,0.985,11,-4.673,0,0.302,0.0131,0.00019,0.148,0.165,132.997,4
CYCLE HIT 1991-1997 Spitz Complete Single Collection,SPITZ,3/25/2006,5YP52gnoypy9H1jg5RIwUW,5YP52gnoypy9H1jg5RIwUW,261053,FALSE,54,1,compilation,0.636,0.81,6,-3.985,0,0.0277,0.586,0,0.151,0.622,111.053,4
Editorial,OFFICIAL HIGE DANDISM,8/18/2021,75fYFVXHzzwfc5yzFWlIlZ,75fYFVXHzzwfc5yzFWlIlZ,352920,FALSE,56,1,album,0.412,0.765,4,-6.166,1,0.0336,0.00663,0,0.15,0.395,159.918,4
リサイタル,Hilcrhyme,1/13/2010,6WYirtXQjDJpCQkv4XTBxY,6WYirtXQjDJpCQkv4XTBxY,297640,FALSE,55,1,album,0.501,0.783,7,-4.607,1,0.0684,0.66,0,0.206,0.458,139.887,4
ココロノナカ,RADWIMPS,6/3/2020,3gBzYFtF0BATGZFUKKOP1b,3gBzYFtF0BATGZFUKKOP1b,72026,FALSE,55,1,single,0.539,0.764,10,-5.324,1,0.057,0.553,0,0.179,0.535,150.105,4
サーフ ブンガク カマクラ (半カートン),ASIAN KUNG-FU GENERATION,6/14/2023,1YH7Rv0BpvNyjtno88MxXY,1YH7Rv0BpvNyjtno88MxXY,221080,FALSE,48,1,single,0.545,0.808,1,-5.342,1,0.0365,0.000153,5.10E-05,0.0622,0.561,125.001,4
ヒトトウタ,Yo Hitoto,7/22/2015,4PqDkR6YM80Sy590Qsy6mm,4PqDkR6YM80Sy590Qsy6mm,330293,FALSE,55,1,album,0.49,0.451,4,-5.47,1,0.0288,0.451,0,0.343,0.299,139.722,4
PRIVATE,iri,5/10/2023,1PIZfCbPbv4bQZkM9x81ET,1PIZfCbPbv4bQZkM9x81ET,205493,FALSE,55,1,album,0.746,0.683,10,-8.796,0,0.0942,0.608,0.000146,0.256,0.718,95.991,4
エスカパレード,OFFICIAL HIGE DANDISM,4/11/2018,2IPqNqkVIs2BHdwNys44lY,2IPqNqkVIs2BHdwNys44lY,262685,FALSE,56,1,album,0.609,0.922,7,-1.7,0,0.0323,0.0138,0,0.114,0.741,132.013,4
JET CD,Puffy AmiYumi,1998,39ctCzopDN0dYr26AKmQOP,39ctCzopDN0dYr26AKmQOP,168426,FALSE,55,1,album,0.635,0.749,4,-4.955,1,0.0282,0.00111,0.00745,0.227,0.836,130.23,4
Smile Again,BE:FIRST,4/26/2023,10YbBMtVRjC0XO6vci82k8,10YbBMtVRjC0XO6vci82k8,187628,FALSE,55,1,single,0.793,0.772,1,-4.48,1,0.0577,0.0514,0,0.064,0.625,99.991,4
Atomic Heart,Mr.Children,9/1/1994,3z289zlbZn1h0sHIpfAfkP,3z289zlbZn1h0sHIpfAfkP,282440,FALSE,54,1,album,0.576,0.679,10,-4.472,1,0.023,0.118,0,0.137,0.633,87.834,4
タイミング ~Timing~,Klang Ruler,12/24/2021,5Y0JbLOPLfWdWTQHJPJtEx,5Y0JbLOPLfWdWTQHJPJtEx,200822,FALSE,55,1,single,0.756,0.607,10,-5.01,0,0.0376,0.114,2.15E-05,0.039,0.713,124.005,4
CEREMONY,King Gnu,1/15/2020,5HdBTRrqGoju7DIZ0GkNYG,5HdBTRrqGoju7DIZ0GkNYG,201426,FALSE,55,1,album,0.729,0.896,1,-5.378,1,0.074,0.185,0,0.336,0.848,120.035,4
キセキ,GReeeeN,6/4/2008,2bzdhN6Y5AP1zRRf12QwJq,2bzdhN6Y5AP1zRRf12QwJq,271880,FALSE,55,1,single,0.642,0.616,0,-4.259,1,0.0257,0.103,0,0.179,0.317,90.035,4
藍 ~僕たちの色彩~,Sukima Switch,6/14/2023,3RWDUqHdMlAaU2f1lSUskk,3RWDUqHdMlAaU2f1lSUskk,285013,FALSE,40,1,single,0.57,0.67,8,-4.275,1,0.0262,0.242,0,0.106,0.212,78.977,4
AMUSIC,sumika,3/3/2021,7dODNcz1h6UFj8GHlvRyqP,7dODNcz1h6UFj8GHlvRyqP,315866,FALSE,55,1,album,0.554,0.804,2,-5.957,1,0.0291,0.0473,0,0.236,0.739,91.004,4
Tiger,JO1,3/19/2023,3kRArP8Ro3zm5mFDMyZBOy,3kRArP8Ro3zm5mFDMyZBOy,185120,FALSE,56,1,single,0.771,0.944,4,-1.393,0,0.0686,0.0975,0,0.0839,0.515,153.028,4
Luxury Disease,ONE OK ROCK,9/9/2022,7uPqCPyYOZV9OqRfGCKhoP,7uPqCPyYOZV9OqRfGCKhoP,182370,FALSE,54,1,album,0.461,0.927,1,-5.083,1,0.181,0.014,0,0.32,0.667,79.855,4
Editorial,OFFICIAL HIGE DANDISM,8/18/2021,2ErKrJGeDg1ff8BiaFNEJE,2ErKrJGeDg1ff8BiaFNEJE,282386,FALSE,55,1,album,0.54,0.83,1,-5.41,0,0.0332,0.000281,0,0.298,0.551,126.969,4
3:03 PM,しゃろう,2/24/2022,0QYUu4QgTy34j0LZ2Ei3ZK,0QYUu4QgTy34j0LZ2Ei3ZK,140000,FALSE,55,1,single,0.778,0.572,11,-10.016,0,0.148,0.609,0.0179,0.0772,0.797,82.547,4
My song Your song,Ikimonogakari,12/24/2008,1Cq6wg5bI7GX70HygA58IV,1Cq6wg5bI7GX70HygA58IV,244000,FALSE,55,1,album,0.545,0.874,2,-2.489,1,0.0488,0.117,0,0.304,0.691,85.096,4
Fantasy club,空音,12/18/2019,5035nfb8l177pkVOPgxhc0,5035nfb8l177pkVOPgxhc0,185333,FALSE,55,1,album,0.785,0.73,9,-4.099,1,0.0731,0.433,0,0.149,0.529,92.023,4
One More Time,虎韻,11/9/2022,3ZVlbQ4rjvT65JyV7xrM1r,3ZVlbQ4rjvT65JyV7xrM1r,211200,FALSE,55,1,single,0.716,0.859,6,-3.64,0,0.0397,0.0308,0,0.15,0.806,150.05,1
blues,back number,11/21/2012,2zCsfWyOl4r67R7taNYfZs,2zCsfWyOl4r67R7taNYfZs,252413,FALSE,55,1,album,0.499,0.605,0,-4.334,1,0.0315,0.000825,0,0.102,0.589,155.888,4
DELICIOUS,DREAMS COME TRUE,1995,3sEOygE6ktlkZAKIAMNmfr,3sEOygE6ktlkZAKIAMNmfr,223773,FALSE,54,1,album,0.5,0.582,8,-10.156,1,0.0366,0.687,0,0.107,0.492,116.901,4
レンズ,Lilas Ikuta,6/14/2022,7ylpphbW8jf5bh7NKJnO8s,7ylpphbW8jf5bh7NKJnO8s,238536,FALSE,56,1,single,0.539,0.435,2,-5.455,1,0.0428,0.387,0,0.182,0.334,163.986,4
ぐらでーしょん,KANA-BOON,4/2/2023,7a0XxV7vR9HwvbdhwQ5KSE,7a0XxV7vR9HwvbdhwQ5KSE,197944,FALSE,63,0,single,0.568,0.85,6,-4.043,1,0.0333,0.00971,0,0.187,0.802,144.941,4
あなたになりたかった,Ken Hirai,5/12/2021,1FRfGXTq1KdElX9jWDBPsM,1FRfGXTq1KdElX9jWDBPsM,246960,FALSE,55,1,album,0.8,0.701,7,-3.721,1,0.0504,0.045,0,0.115,0.574,128.007,4
世界はそれを愛と呼ぶんだぜ,Sambomaster,2005,5XW0Yacfx0Mtmc5izRTcZ0,5XW0Yacfx0Mtmc5izRTcZ0,312626,FALSE,55,1,single,0.345,0.96,2,-3.164,1,0.122,0.00135,0,0.206,0.425,141.349,4
ユートピア,YOAKE,8/27/2021,7k7GgFFBIsm7v5giB57VrR,7k7GgFFBIsm7v5giB57VrR,191111,FALSE,55,1,single,0.574,0.568,9,-7.787,1,0.0292,0.138,0,0.106,0.44,80.985,4
ミズキリ-piano ver.-,Yuuri,2/14/2022,2WmVfZ9ey3Y0PpPHAj9rYE,2WmVfZ9ey3Y0PpPHAj9rYE,204416,FALSE,56,1,single,0.708,0.426,1,-6.165,1,0.0297,0.94,5.08E-05,0.157,0.372,89.973,4
HOPE / WISH,HIRAIDAI,5/9/2022,4xfYAFR8CCXdFr9mxPmHXL,4xfYAFR8CCXdFr9mxPmHXL,185991,FALSE,55,1,album,0.691,0.649,3,-5.61,1,0.173,0.275,0,0.0647,0.69,177.959,4
Pretender,OFFICIAL HIGE DANDISM,5/15/2019,5LkWXxDxUTwEVHL0pfKL55,5LkWXxDxUTwEVHL0pfKL55,326440,FALSE,55,1,single,0.526,0.86,8,-3.37,1,0.027,0.0406,0,0.129,0.403,91.955,4
一つになれないなら、せめて二つだけでいよう,Creep Hyp,12/3/2014,1CGjCodg0z4CeYzyTY75lQ,1CGjCodg0z4CeYzyTY75lQ,214080,FALSE,54,1,album,0.382,0.841,0,-1.854,1,0.0444,0.0249,0,0.283,0.664,140.095,4
THE DANCING SUN,Yumi Matsutoya,11/25/1994,7BgNhufmVuEQjRo86YrsJR,7BgNhufmVuEQjRo86YrsJR,288567,FALSE,55,1,album,0.542,0.529,10,-10.024,0,0.0318,0.634,0,0.108,0.184,87.911,4
現在を生きるのだ。,Saucy Dog,12/9/2022,63V6CgRiFhyxaNWpreSryC,63V6CgRiFhyxaNWpreSryC,274714,FALSE,54,1,single,0.484,0.827,1,-3.617,1,0.0312,0.092,0,0.344,0.485,90.049,4
PURPLE,心之助,8/30/2021,2fMulWj1t8Sg10z2DPDQDm,2fMulWj1t8Sg10z2DPDQDm,215306,FALSE,55,1,single,0.574,0.897,9,-4.188,1,0.241,0.0248,0,0.148,0.379,172.001,4
サーフ ブンガク カマクラ (半カートン),ASIAN KUNG-FU GENERATION,6/14/2023,4sscmqxdJyJOFBk1NlS0Yw,4sscmqxdJyJOFBk1NlS0Yw,201986,FALSE,44,1,single,0.655,0.643,7,-5.357,1,0.0342,0.00773,0,0.0756,0.801,120.976,4
奇跡,Che'Nelle,11/22/2017,24oOsHxfHXXdbQ6OqAwyuq,24oOsHxfHXXdbQ6OqAwyuq,268813,FALSE,55,1,single,0.45,0.56,4,-3.22,1,0.0329,0.252,0,0.0995,0.212,77.011,4
黄色,back number,9/27/2021,1MwOfRqCALxvx9keUhGCdV,1MwOfRqCALxvx9keUhGCdV,297997,FALSE,55,1,single,0.352,0.791,4,-3.27,0,0.0797,0.251,0,0.307,0.511,169.638,4
身売り,ロス,3/23/2022,5TjzcoYxpITHx2Uq5gaot6,5TjzcoYxpITHx2Uq5gaot6,155433,FALSE,58,0,single,0.772,0.667,4,-4.961,0,0.0337,0.363,0,0.353,0.718,124.998,4
Variety,Mrs. GREEN APPLE,7/1/2015,0ubEkvxVE1Sh4QTBN6b92a,0ubEkvxVE1Sh4QTBN6b92a,211426,FALSE,55,1,single,0.415,0.95,11,-1.786,1,0.0866,0.0186,3.04E-06,0.119,0.693,189.961,4
Tokyo Rendez-Vous,King Gnu,10/20/2017,6in5HPPTBwqPmDIezhQOpj,6in5HPPTBwqPmDIezhQOpj,241533,FALSE,55,1,album,0.502,0.835,10,-4.707,0,0.247,0.0284,8.44E-06,0.0954,0.752,179.967,4
LOVE ALL SERVE ALL,Fujii Kaze,3/23/2022,7LI2pQoE3fWfOQuds2paXs,7LI2pQoE3fWfOQuds2paXs,188946,FALSE,55,1,album,0.506,0.861,0,-5.899,1,0.15,0.0615,1.89E-05,0.387,0.647,175.966,4
LOVE ALL SERVE ALL,Fujii Kaze,3/23/2022,1FDCEz8kY256zhDO2GjWuW,1FDCEz8kY256zhDO2GjWuW,251880,FALSE,55,1,album,0.657,0.698,11,-7.699,1,0.0679,0.179,0.000119,0.246,0.571,126.106,4
Girl,Hideaki Tokunaga,1986,5kAVO1ze23GNRjVr0paoxy,5kAVO1ze23GNRjVr0paoxy,261640,FALSE,54,1,album,0.56,0.459,4,-8.844,1,0.0368,0.232,0,0.0955,0.11,71.981,4
BADモード,Hikaru Utada,1/19/2022,6DaKMsQDmHMJbKYyU7AUFA,6DaKMsQDmHMJbKYyU7AUFA,249904,FALSE,60,0,album,0.597,0.542,8,-10.703,0,0.0563,0.698,0.00264,0.0986,0.397,111.985,4
HELLO,Masaharu Fukuyama,2010,5O1VtFNxDZe7fgJozYlhyw,5O1VtFNxDZe7fgJozYlhyw,238373,FALSE,54,1,single,0.515,0.847,4,-5.012,1,0.0344,0.0626,0,0.328,0.826,156.006,4
みんなのうた,サザンオールスターズ,6/25/1988,7LereEsMqMJzSNfmKZZvKE,7LereEsMqMJzSNfmKZZvKE,258600,FALSE,54,1,single,0.395,0.941,0,-3.397,1,0.106,0.173,0,0.0997,0.757,187.709,4
Luxury Disease,ONE OK ROCK,9/9/2022,2sjFLSGUKxYT8qSuuLHAdx,2sjFLSGUKxYT8qSuuLHAdx,191959,FALSE,54,1,album,0.488,0.713,11,-5.085,0,0.0716,0.0464,0,0.145,0.424,97.592,4
Mrs. GREEN APPLE,Mrs. GREEN APPLE,1/11/2017,7hukXk1asbdMBAwFIQXJVm,7hukXk1asbdMBAwFIQXJVm,176080,FALSE,55,1,album,0.711,0.872,4,-2.441,0,0.052,0.068,0,0.0316,0.893,134.983,4
招き猫 / エジソン,WEDNESDAY CAMPANELLA,2/25/2022,223e30Nk8UY0HKezFtakUS,223e30Nk8UY0HKezFtakUS,193510,FALSE,55,1,single,0.838,0.729,1,-5.733,0,0.0802,0.0195,0.0089,0.101,0.619,129.999,4
行方知れず,Ado,10/9/2022,5eCSuo6fXYTzm6WyWkeOxV,5eCSuo6fXYTzm6WyWkeOxV,189565,FALSE,54,1,single,0.498,0.878,2,-1.025,1,0.0738,0.0129,6.89E-06,0.544,0.563,137.79,4
3636,Aimyon,7/29/2022,1v5PDAXZ2XHRNkdrbyjh6i,1v5PDAXZ2XHRNkdrbyjh6i,251720,FALSE,54,1,single,0.579,0.612,10,-5.088,1,0.0266,0.702,0.00195,0.254,0.623,155.921,4
湘南乃風 〜JOKER〜,Shonan No Kaze,4/8/2009,7CgxrGWsDarS8ZvGAQG0jE,7CgxrGWsDarS8ZvGAQG0jE,434560,FALSE,54,1,album,0.517,0.976,1,-2.984,1,0.435,0.25,0,0.092,0.354,156.119,4
サーフ ブンガク カマクラ (半カートン),ASIAN KUNG-FU GENERATION,6/14/2023,2oOourK339uqgcIue3PJVu,2oOourK339uqgcIue3PJVu,171973,FALSE,42,1,single,0.446,0.827,8,-5.08,1,0.0324,0.00141,0,0.179,0.392,170.016,4
LOVE ALL SERVE ALL,Fujii Kaze,3/23/2022,2T2PRhaEQLPoo78E8zyVgw,2T2PRhaEQLPoo78E8zyVgw,286640,FALSE,55,1,album,0.598,0.635,5,-8.788,0,0.0426,0.122,0.0032,0.107,0.69,150.004,4
THE GREAT VACATION VOL.2 ~SUPER BEST OF GLAY~,GLAY,10/21/2009,2GlOmBRGlF9B2ylosoYRim,2GlOmBRGlF9B2ylosoYRim,261079,FALSE,54,1,compilation,0.355,0.962,2,-4.143,1,0.0532,0.00836,0,0.0891,0.755,179.798,4
偽物勇者,703goushitsu,8/15/2019,5ynILPpLvLjqaasmqICWor,5ynILPpLvLjqaasmqICWor,228914,FALSE,55,1,single,0.532,0.934,11,-2.778,0,0.0363,0.0307,5.62E-06,0.117,0.838,154.971,4
吹き零れる程のI、哀、愛,Creep Hyp,7/24/2013,325OEPE473kpgOh15cm2FV,325OEPE473kpgOh15cm2FV,238209,FALSE,54,1,album,0.314,0.926,8,-2.204,1,0.0636,0.0015,0.000533,0.0955,0.592,188.096,4
かつて天才だった俺たちへ,Creepy Nuts,8/19/2020,3D2IXY94OuYAIBxB1WQjnl,3D2IXY94OuYAIBxB1WQjnl,214080,FALSE,54,1,single,0.789,0.893,9,-1.74,0,0.0446,0.0567,0,0.0766,0.732,105.005,4
×と○と罪と,RADWIMPS,12/11/2013,4vwgmckZIomF2jVK066hUy,4vwgmckZIomF2jVK066hUy,276506,FALSE,54,1,album,0.468,0.993,1,-1.018,1,0.153,0.00116,0.000745,0.329,0.375,95.965,4
Editorial,OFFICIAL HIGE DANDISM,8/18/2021,222BlW44cS9nOM6C369IB2,222BlW44cS9nOM6C369IB2,389706,FALSE,55,1,album,0.463,0.691,8,-6.154,1,0.045,0.047,0,0.115,0.379,155.898,4
ドキメキダイアリー,asmi,4/14/2023,5WZ6lxBhcncHgc2qkTBih2,5WZ6lxBhcncHgc2qkTBih2,199453,FALSE,55,1,single,0.475,0.928,11,-1.99,0,0.0882,0.0361,0,0.0798,0.769,184.943,4
POP VIRUS,Gen Hoshino,12/19/2018,4hQ5tBCwPRkzhFB424U63U,4hQ5tBCwPRkzhFB424U63U,182000,FALSE,54,1,album,0.629,0.441,9,-4.614,1,0.126,0.0339,0,0.234,0.782,78.177,4
僕のこと (Orchestra ver.),Mrs. GREEN APPLE,1/9/2023,1QovwAyvOapbegiCMzGy2i,1QovwAyvOapbegiCMzGy2i,329972,FALSE,55,1,single,0.527,0.448,7,-6.723,1,0.0268,0.679,7.07E-06,0.257,0.325,79.883,4
to LOVE,Kana Nishino,6/23/2010,0W7hwe6NmoERnSsLaTwsee,0W7hwe6NmoERnSsLaTwsee,257293,FALSE,55,1,album,0.529,0.567,9,-4.431,1,0.03,0.715,0,0.093,0.235,149.986,4
